@relation valence

@attribute id numeric
@attribute aspectlabel string
@attribute unigrams string
@attribute polarity {positive, negative, neutral}

@data
303,FOOD#QUALITY,'fresh restaurant was amazing  food was delicious and of course fresh ',positive
304,AMBIENCE#GENERAL,'great for a romantic evening, or a fun evening with friends ',positive
305,RESTAURANT#MISCELLANEOUS,'great for a romantic evening, or a fun evening with friends ',positive
306,RESTAURANT#GENERAL,'I will be going back very soon ',positive
307,RESTAURANT#GENERAL,'keep up the good work ',positive
308,FOOD#QUALITY,'Hats off to the chef ',positive
309,RESTAURANT#GENERAL,'It was wonderful ',positive
310,FOOD#QUALITY,'the salads are delicious, both refreshing and very spicy ',positive
311,FOOD#QUALITY,'We had Pams special fried fish and it was amazing ',positive
312,FOOD#STYLE_OPTIONS,'too large for just two people but nothing was left ',neutral
313,FOOD#QUALITY,'too large for just two people but nothing was left ',positive
314,AMBIENCE#GENERAL,'Great vibe, lots of people ',positive
315,AMBIENCE#GENERAL,'I didnt complain, I liked the atmosphere so much ',positive
316,RESTAURANT#GENERAL,'On a hot day it was fabulous to stop in and enjoy lunch ',positive
317,AMBIENCE#GENERAL,'Ambience is so cute and quaint, good for business although we were there on vacation ',positive
318,RESTAURANT#MISCELLANEOUS,'Ambience is so cute and quaint, good for business although we were there on vacation ',positive
319,FOOD#QUALITY,'Salads were fantastic ',positive
320,FOOD#QUALITY,'Although we were looking for regular lettuce and some walnuts the salads we got were great ',positive
321,FOOD#QUALITY,'Ingredients are organic which is a real plus for me ',positive
322,RESTAURANT#GENERAL,'We will be back ',positive
323,FOOD#QUALITY,'This is some really good, inexpensive sushi ',positive
324,FOOD#PRICES,'This is some really good, inexpensive sushi ',positive
325,RESTAURANT#GENERAL,'In any event, this is a place Ill be sure to stop by again when Im in this part of town ',positive
326,RESTAURANT#GENERAL,'Big Wong gets big Ups for a fine establishment ',positive
327,RESTAURANT#GENERAL,'They have it all -- great price, food, and service ',positive
328,RESTAURANT#PRICES,'They have it all -- great price, food, and service ',positive
329,FOOD#QUALITY,'They have it all -- great price, food, and service ',positive
330,SERVICE#GENERAL,'They have it all -- great price, food, and service ',positive
331,AMBIENCE#GENERAL,'The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can ',negative
332,SERVICE#GENERAL,'The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can ',positive
333,SERVICE#GENERAL,'The food is prepared quickly and efficiently ',positive
334,FOOD#PRICES,'And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each) ',positive
335,FOOD#PRICES,'And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each) ',positive
336,FOOD#PRICES,'And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each) ',positive
337,FOOD#PRICES,'And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each) ',positive
338,SERVICE#GENERAL,'The takeout is great too since they give high quality tupperware as well ',positive
339,RESTAURANT#MISCELLANEOUS,'This place is always very crowded and popular ',positive
340,SERVICE#GENERAL,'We both opted for a pasta dish and they were served timely and fresh ',positive
341,FOOD#QUALITY,'We both opted for a pasta dish and they were served timely and fresh ',positive
342,FOOD#QUALITY,'We concluded with tiramisu chocolate cake, both were delicious ',positive
343,FOOD#QUALITY,'We concluded with tiramisu chocolate cake, both were delicious ',positive
344,RESTAURANT#GENERAL,'Wed go back again ',positive
345,RESTAURANT#GENERAL,'I recently went to this restaurant with some co-workers for lunch and had an amazing time ',positive
346,SERVICE#GENERAL,'The staff was accomodating, the food was absolutely delicious and the place is lovely ',positive
347,FOOD#QUALITY,'The staff was accomodating, the food was absolutely delicious and the place is lovely ',positive
348,AMBIENCE#GENERAL,'The staff was accomodating, the food was absolutely delicious and the place is lovely ',positive
349,SERVICE#GENERAL,'We even had a visit from the Manager who wanted to make sure we were enjoying ourselves ',positive
350,RESTAURANT#PRICES,'Yes, the prices are high, but I felt it was worth it ',negative
351,RESTAURANT#GENERAL,'Yes, the prices are high, but I felt it was worth it ',positive
352,RESTAURANT#GENERAL,'We all felt it was worth it ',positive
353,FOOD#QUALITY,'sometimes i get good food and ok service ',positive
354,SERVICE#GENERAL,'sometimes i get good food and ok service ',neutral
355,FOOD#QUALITY,'sometimes i get bad food and bad service, sometimes i get good good and bad service ',negative
356,SERVICE#GENERAL,'sometimes i get bad food and bad service, sometimes i get good good and bad service ',negative
357,SERVICE#GENERAL,'sometimes i get bad food and bad service, sometimes i get good good and bad service ',negative
358,FOOD#QUALITY,'sometimes i get bad food and bad service, sometimes i get good good and bad service ',positive
359,RESTAURANT#GENERAL,'it is not consistent ',negative
360,RESTAURANT#GENERAL,'And where does Patis go wrong; no where ',positive
361,FOOD#STYLE_OPTIONS,'You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff ',positive
362,FOOD#QUALITY,'You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff ',positive
363,RESTAURANT#GENERAL,'And evaluated on those terms Pastis is simply wonderful ',positive
364,FOOD#QUALITY,'Right off the L in Brooklyn this is a nice cozy place with good pizza ',positive
365,AMBIENCE#GENERAL,'Right off the L in Brooklyn this is a nice cozy place with good pizza ',positive
366,FOOD#QUALITY,'Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though) ',negative
367,FOOD#QUALITY,'Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though) ',positive
368,FOOD#QUALITY,'My friend got the mushroom pizza which tasted better ',positive
369,DRINKS#QUALITY,'The sangria was pretty tasty and good on a hot muggy day ',positive
370,RESTAURANT#MISCELLANEOUS,'Kind of a small place but I guess if they are not too busy might be able to fit a group or kids ',neutral
371,RESTAURANT#GENERAL,'Overall I would recommend it and go back again ',positive
372,FOOD#QUALITY,'MMmmm  it was delicious ',positive
373,FOOD#QUALITY,'MMmmm  it was delicious ',positive
374,SERVICE#GENERAL,'Service was slow, but the people were friendly ',negative
375,SERVICE#GENERAL,'Service was slow, but the people were friendly ',positive
376,AMBIENCE#GENERAL,'Its a nice place to relax and have conversation ',positive
377,RESTAURANT#GENERAL,'I cant wait to go back ',positive
378,AMBIENCE#GENERAL,'Ambience is delightful, service impeccable ',positive
379,SERVICE#GENERAL,'Ambience is delightful, service impeccable ',positive
380,FOOD#QUALITY,'Im still mad that i had to pay for lousy food ',negative
381,FOOD#QUALITY,'The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed ',negative
382,FOOD#QUALITY,'The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed ',negative
383,SERVICE#GENERAL,'Service was also horrible and the ambience is not that great ',negative
384,AMBIENCE#GENERAL,'Service was also horrible and the ambience is not that great ',negative
385,RESTAURANT#MISCELLANEOUS,'DO not try unless youre just going there to hang out like the rest of the hipsters who apparently have no sense of taste ',negative
386,RESTAURANT#GENERAL,'I go and eat out at many different restaurants and this is one place you have go and try ',positive
387,FOOD#QUALITY,'This is my first time writing a review for a restaurant because the food and service was excellent ',positive
388,SERVICE#GENERAL,'This is my first time writing a review for a restaurant because the food and service was excellent ',positive
389,FOOD#QUALITY,'The filet mignon dish was superb ',positive
390,RESTAURANT#GENERAL,'I would defiantly come back here again as one of my top choices ',positive
391,AMBIENCE#GENERAL,'Its a small cute restaurant ',positive
392,RESTAURANT#GENERAL,'I absolutely love this place ',positive
393,FOOD#QUALITY,'The sushi is amazing ',positive
394,FOOD#PRICES,'And amazingly cheap ',positive
395,RESTAURANT#GENERAL,'Big thumbs up ',positive
396,AMBIENCE#GENERAL,'Very affordable and excellent ambient ',positive
397,RESTAURANT#PRICES,'Very affordable and excellent ambient ',positive
398,FOOD#QUALITY,'We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai ',negative
399,FOOD#QUALITY,'We were very disappointed ',negative
400,FOOD#QUALITY,'We wont go to this place again for a good meal ',negative
401,AMBIENCE#GENERAL,'However, I think this place is a good hang out spot ',positive
402,AMBIENCE#GENERAL,'It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country ',positive
403,RESTAURANT#MISCELLANEOUS,'They tell me they are going to cover the garden in glass for the winter, so im looking forward to going there on a snowy night to enjoy it ',positive
404,RESTAURANT#GENERAL,'Check this place out ',positive
405,RESTAURANT#GENERAL,'HIGHLY RECOMMENDED ',positive
406,AMBIENCE#GENERAL,'First of all, this place is *not* romantic, as claimed by Citysearchs editorial review ',negative
407,AMBIENCE#GENERAL,'Either that, or the editors idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th ',negative
408,AMBIENCE#GENERAL,'The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced ',negative
409,FOOD#STYLE_OPTIONS,'The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced ',neutral
410,DRINKS#PRICES,'The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced ',negative
411,DRINKS#QUALITY,'Slightly above average wines start at $70+ with only one selection listed at $30+ ',negative
412,DRINKS#PRICES,'Slightly above average wines start at $70+ with only one selection listed at $30+ ',negative
413,SERVICE#GENERAL,'Service is not what one would expect from a joint in this price category ',negative
414,SERVICE#GENERAL,'For instance, plates were just dumped on the table, I was handed the wine list upside down, etc ',negative
415,SERVICE#GENERAL,'Somehow working the italian charm with constant mille grazie does not constitute proper service ',negative
416,FOOD#QUALITY,'To be completely fair, the only redeeming factor was the food, which was above average, but couldnt make up for all the other deficiencies of Teodora ',positive
417,RESTAURANT#GENERAL,'To be completely fair, the only redeeming factor was the food, which was above average, but couldnt make up for all the other deficiencies of Teodora ',negative
418,FOOD#QUALITY,'Fish was overdone ',negative
419,SERVICE#GENERAL,'Cute place, nice wait staff but would never go there again ',positive
420,AMBIENCE#GENERAL,'Cute place, nice wait staff but would never go there again ',positive
421,RESTAURANT#GENERAL,'Cute place, nice wait staff but would never go there again ',negative
422,FOOD#QUALITY,'Someone else recommended the dessert - we also left that ',negative
423,DRINKS#QUALITY,'One of us actually liked the expresso - thats it ',positive
