@relation valence

@attribute id numeric
@attribute wordA string
@attribute wordB string
@attribute dependency_type string
@attribute word_distance numeric
@attribute lexicons_min numeric
@attribute lexicons_avg numeric
@attribute lexicons_max numeric
@attribute context_negation numeric
@attribute context_lexicon_avg numeric
@attribute sentence_length numeric
@attribute aspecttype {positive, negative}

@data
332,room,update,Komfort,16,0.0,0.0,0.0,0,0,182,negative
333,plug,nice,Komfort,31,0.0,0.26666666666666666,1.0,0,0,182,negative
334,plug,work,Komfort,17,0.0,0.16666666666666666,1.0,0,0,182,negative
335,website,update,OTHER,20,0.0,0.0,0.0,0,0,208,negative
336,nice,shower,Komfort,11,0.0,0.26666666666666666,1.0,1,0,208,positive
337,pushy,man,Hotelpersonal,83,0.0,0.03333333333333333,0.2,0,0,92,negative
338,rude,man,Hotelpersonal,74,-1.0,-0.16666666666666666,0.0,0,0,92,negative
339,usher,man,Hotelpersonal,9,0.0,0.041666666666666664,0.25,1,0,92,negative
340,well,locate,Lage,5,0.0,0.16666666666666666,1.0,0,0,30,positive
341,good,bed,Komfort,5,0.0,0.43333333333333335,1.0,0,0,32,positive
342,great,ac,Komfort,6,0.0,0.26666666666666666,1.0,0,0,32,positive
343,bathroom,renovation,Komfort,28,0.0,0.16666666666666666,1.0,1,0,38,negative
344,next,metro,Lage,8,0.0,0.0,0.0,0,0,23,positive
345,outdated,neighborhood,Lage,28,0.0,0.0,0.0,0,0,41,negative
346,outdated,hotel,Ausstattung,14,0.0,0.0,0.0,0,0,41,negative
347,comfortable,bed,Komfort,12,0.0,0.2333333333333333,1.0,0,0,47,positive
348,great,view,Lage,6,0.0,0.26666666666666666,1.0,0,0,47,positive
349,outdated,room,Komfort,9,0.0,0.0,0.0,0,0,41,negative
350,damage,room,Komfort,18,-1.0,-0.2333333333333333,0.6,0,0,41,negative
351,noise,aircon,Komfort,29,-1.0,-0.25,0.0,1,0,53,negative
352,fine,hotel,Ausstattung,5,0.0,0.2333333333333333,1.0,0,0,86,positive
353,refurbishment,furniture,Ausstattung,23,0.0,0.0,0.0,1,0,86,negative
354,helpful,staff,Hotelpersonal,24,0.0,0.39999999999999997,1.0,1,0,44,positive
355,friendly,staff,Hotelpersonal,11,0.0,0.39999999999999997,1.0,1,0,44,positive
356,hot,room,Komfort,17,0.0,0.16666666666666666,1.0,0,0,26,negative
357,bang,furniture,Komfort,18,-0.25,-0.041666666666666664,0.0,0,0,33,negative
358,peel,wallpaper,Komfort,14,0.0,0.0,0.0,0,0,43,negative
359,order,do,Hotelpersonal,16,0.0,0.0,0.0,0,0,57,negative
360,room,upgrade,Komfort,20,0.0,0.0,0.0,1,0,52,negative
361,good,linen,Komfort,5,0.0,0.43333333333333335,1.0,0,0,13,positive
362,walk,distance,Lage,8,0.0,0.0,0.0,0,0,32,positive
363,would,return,OTHER,6,0.0,0.0,0.0,0,0,14,positive
364,room,upgrade,Komfort,16,0.0,0.0,0.0,1,0,36,negative
365,tarnished,fixture,Komfort,39,-1.0,0.0,1.0,0,0,91,negative
366,old,fixture,Komfort,31,0.0,0.16666666666666666,1.0,0,0,91,negative
367,crack,counter,Komfort,14,-1.0,-0.25,0.0,1,0,91,negative
368,outlet,work,Komfort,28,0.0,0.16666666666666666,1.0,0,0,96,negative
369,difficult,charge,Komfort,13,-1.0,-0.13333333333333333,0.2,0,0,96,negative
370,comfy,bed,Komfort,8,0.0,0.16666666666666666,1.0,1,0,91,positive
371,room,maintenance,Komfort,21,0.0,0.0,0.0,1,0,91,negative
372,leaky,sink,Sauberkeit,6,-1.0,-0.5,0.0,1,0,91,negative
373,outlet,work,Komfort,14,0.0,0.16666666666666666,1.0,1,0,91,negative
374,accommodating,staff,Hotelpersonal,32,0.0,0.0,0.0,0,0,52,positive
375,kind,staff,Hotelpersonal,23,0.0,0.2333333333333333,1.0,0,0,52,positive
376,polite,staff,Hotelpersonal,15,0.0,0.3333333333333333,1.0,0,0,52,positive
377,again,stay,OTHER,11,0.0,0.0,0.0,1,0,51,positive
378,room,update,Komfort,6,0.0,0.0,0.0,0,0,91,negative
379,window,clean,Sauberkeit,8,0.0,0.39999999999999997,1.0,0,0,91,negative
380,dirty,window,Sauberkeit,14,-1.0,-0.26666666666666666,0.4,0,0,80,negative
381,dust,vent,Sauberkeit,29,-1.0,-0.4166666666666667,0.0,1,0,69,negative
382,black,dustballs,Sauberkeit,12,-0.6666666666666666,-0.1111111111111111,0.0,0,0,69,negative
383,cleaning,deep,Sauberkeit,5,0.0,0.16666666666666666,1.0,1,0,40,negative
384,close,city,Lage,23,0.0,0.0,0.0,0,0,29,positive
385,close,metro,Lage,9,0.0,0.0,0.0,0,0,29,positive
386,dodgy,area,Lage,18,0.0,0.06666666666666667,0.4,0,0,23,negative
387,good,time,OTHER,5,0.0,0.43333333333333335,1.0,0,0,16,positive
388,comfortable,bed,Komfort,14,0.0,0.2333333333333333,1.0,0,0,59,positive
389,location,beat,Lage,19,0.0,0.0,0.0,0,0,59,positive
390,leak,shower,Sauberkeit,8,-1.0,-0.21666666666666667,0.2,0,0,49,negative
391,up,give,OTHER,5,0.0,0.0,0.0,0,0,60,negative
392,again,stay,OTHER,5,0.0,0.0,0.0,0,0,66,positive
393,good,time,OTHER,5,0.0,0.43333333333333335,1.0,0,0,16,positive
394,comfortable,bed,Komfort,14,0.0,0.2333333333333333,1.0,0,0,59,positive
395,location,beat,Lage,19,0.0,0.0,0.0,0,0,59,negative
396,leak,shower,Sauberkeit,8,-1.0,-0.21666666666666667,0.2,0,0,49,negative
397,up,give,OTHER,5,0.0,0.0,0.0,0,0,60,negative
398,again,stay,OTHER,5,0.0,0.0,0.0,0,0,66,positive
399,good,hotel,Ausstattung,5,0.0,0.43333333333333335,1.0,0,0,73,positive
400,nice,location,Lage,5,0.0,0.26666666666666666,1.0,0,0,73,positive
401,room,equiped,Komfort,20,0.0,0.0,0.0,0,0,73,negative
402,no,micro-wave,Komfort,3,0.0,0.03333333333333333,0.2,1,0,13,negative
403,pleasant,experience,OTHER,9,0.0,0.43333333333333335,1.0,1,0,21,positive
404,old,hotel,Ausstattung,6,0.0,0.0,0.0,0,0,13,negative
405,walk,distance,Lage,8,0.0,0.0,0.0,0,0,44,positive
406,comfy,bed,Komfort,6,0.0,0.16666666666666666,1.0,0,0,52,positive
407,good,location,Lage,5,0.0,0.43333333333333335,1.0,0,0,52,positive
408,nice,room,Komfort,17,0.0,0.26666666666666666,1.0,0,0,52,positive
409,good,price,Preis-Leistungs-Verhltnis,7,0.0,0.43333333333333335,1.0,1,0,47,positive
410,old,hotel,Ausstattung,6,0.0,0.0,0.0,1,0,94,negative
411,no,info,OTHER,3,0.0,0.03333333333333333,0.2,1,0,94,negative
412,stinky,curtain,Sauberkeit,17,0.0,0.0,0.0,0,0,32,negative
413,low,pressure,Komfort,18,-0.5,-0.049999999999999996,0.2,0,0,29,negative
414,low,ceiling,Ausstattung,4,0.0,0.0,0.0,0,0,57,negative
415,narrow,driving,Ausstattung,7,0.0,0.0,0.0,0,0,57,negative
416,good,overall,OTHER,5,0.0,0.43333333333333335,1.0,0,0,26,positive
417,no,complaint,OTHER,3,-1.0,-0.3,0.2,1,0,15,negative
418,nice,bed,Komfort,5,0.0,0.26666666666666666,1.0,0,0,32,positive
419,clean,room,Sauberkeit,6,0.0,0.39999999999999997,1.0,0,0,32,positive
420,breakfast,include,OTHER,14,0.0,0.25,1.0,1,0,35,negative
421,access,mall,Lage,12,0.0,0.0,0.0,0,0,60,positive
422,outdated,hotel,Ausstattung,9,0.0,0.0,0.0,0,0,23,negative
423,old,hotel,Ausstattung,9,0.0,0.0,0.0,0,0,99,negative
424,amazing,location,Lage,12,0.0,0.3,1.0,0,0,99,positive
425,incredible,view,Lage,9,0.0,0.16666666666666666,1.0,0,0,99,positive
426,completely,worth,Preis-Leistungs-Verhltnis,11,0.0,0.37222222222222223,1.0,0,0,65,positive
427,close,everything,Lage,9,0.0,0.0,0.0,0,0,27,positive
428,staff,friendly,Hotelpersonal,15,0.0,0.39999999999999997,1.0,0,0,42,negative
429,bathroom,update,Komfort,15,0.0,0.0,0.0,1,0,59,negative
430,break,sink,Komfort,9,-1.0,-0.3333333333333333,0.0,1,0,59,negative
431,break,tub,Komfort,4,-1.0,-0.16666666666666666,0.0,0,0,59,negative
432,excellent,location,Lage,12,0.0,0.43333333333333335,1.0,1,0,77,positive
433,easy,access,Lage,8,0.0,0.19999999999999998,1.0,1,0,77,positive
434,comfortable,bed,Komfort,20,0.0,0.2333333333333333,1.0,0,0,37,positive
435,clean,bed,Sauberkeit,10,0.0,0.39999999999999997,1.0,0,0,37,positive
436,pleasant,staff,Hotelpersonal,29,0.0,0.43333333333333335,1.0,1,0,56,positive
437,old,room,Komfort,10,0.0,0.0,0.0,0,0,63,negative
438,bathroom,upgrade,Komfort,28,0.0,0.0,0.0,1,0,63,negative
439,friendly,staff,Hotelpersonal,10,0.0,0.39999999999999997,1.0,0,0,42,positive
440,conviently,locate,Lage,11,0.0,0.0,0.0,1,0,75,positive
441,easy,access,Lage,5,0.0,0.19999999999999998,1.0,0,0,36,positive
442,lovely,view,Lage,7,0.0,0.43333333333333335,1.0,0,0,265,positive
443,dated,room,Komfort,36,0.0,0.0,0.0,0,0,265,negative
444,vent,cleanse,Sauberkeit,15,-1.0,0.0,1.0,1,0,265,negative
445,bathroom,update,Komfort,10,0.0,0.0,0.0,0,0,265,negative
446,loose,outlet,Komfort,13,-1.0,-0.06666666666666667,0.6,0,0,265,negative
447,date,furniture,Ausstattung,20,0.0,0.0,0.0,0,0,74,negative
448,date,design,Ausstattung,9,0.0,0.0,0.0,0,0,74,negative
449,expensive,buffet,Preis-Leistungs-Verhltnis,11,-1.0,-0.3333333333333333,0.0,0,0,95,negative
450,thermostat,work,Komfort,19,0.0,0.16666666666666666,1.0,1,0,89,negative
451,great,location,Lage,13,0.0,0.26666666666666666,1.0,0,0,49,positive
452,friendly,staff,Hotelpersonal,28,0.0,0.39999999999999997,1.0,0,0,42,positive
453,nice,staff,Hotelpersonal,19,0.0,0.26666666666666666,1.0,0,0,42,positive
454,fast,staff,Hotelpersonal,6,0.0,0.16666666666666666,1.0,0,0,24,positive
455,big,hotel,Ausstattung,6,0.0,0.03333333333333333,0.2,0,0,24,positive
456,great,location,Lage,6,0.0,0.26666666666666666,1.0,0,0,16,positive
457,small,room,Komfort,5,-0.3333333333333333,-0.05555555555555555,0.0,0,0,29,negative
458,loud,vent,Komfort,5,-1.0,-0.3333333333333333,0.0,1,0,29,negative
459,dirty,windows,Sauberkeit,15,-1.0,-0.26666666666666666,0.4,0,0,22,negative
460,noisy,location,Lage,6,-1.0,-0.3,0.2,1,0,45,negative
461,loud,music,Komfort,5,-1.0,-0.08333333333333333,0.5,0,0,45,negative
462,comfortable,bed,Komfort,9,0.0,0.2333333333333333,1.0,0,0,45,positive
463,quiet,room,Komfort,15,0.0,0.25,1.0,0,0,45,positive
464,clean,room,Sauberkeit,5,0.0,0.39999999999999997,1.0,0,0,45,positive
465,functional,bathroom,Komfort,19,0.0,0.0,0.0,0,0,31,positive
466,clean,bathroom,Sauberkeit,9,0.0,0.39999999999999997,1.0,0,0,31,positive
467,again,stay,OTHER,10,0.0,0.0,0.0,0,0,127,positive
468,charm,hotel,Ausstattung,61,0.0,0.35000000000000003,1.0,0,0,127,positive
469,character,hotel,Ausstattung,47,0.0,0.0,0.0,0,0,127,positive
470,great,location,Lage,9,0.0,0.26666666666666666,1.0,0,0,19,positive
471,lovely,staff,Hotelpersonal,11,0.0,0.43333333333333335,1.0,0,0,28,positive
472,hiding,concierge,Hotelpersonal,22,0.0,0.03333333333333333,0.2,0,0,40,negative
473,rude,concierge,Hotelpersonal,14,-1.0,-0.16666666666666666,0.0,0,0,40,negative
474,ac,cool,Komfort,30,0.0,0.2833333333333333,1.0,1,0,47,negative
475,motorcycle,fan,Komfort,15,0.0,0.09999999999999999,0.6,0,0,47,negative
476,old,hotel,Ausstattung,14,0.0,0.0,0.0,0,0,37,negative
477,well,locate,Lage,5,0.0,0.16666666666666666,1.0,0,0,53,positive
478,good,location,Lage,18,0.0,0.43333333333333335,1.0,0,0,24,positive
479,connect,hotel,Lage,9,0.0,0.0,0.0,0,0,90,positive
480,connect,subway,Lage,17,0.0,0.0,0.0,0,0,90,positive
481,nice,supermarket,Lage,9,0.0,0.26666666666666666,1.0,0,0,82,positive
482,wear,hallway,Ausstattung,24,-0.5,-0.08333333333333333,0.0,0,0,34,negative
483,date,hallway,Ausstattung,14,0.0,0.0,0.0,0,0,34,negative
484,fine,room,Komfort,9,0.0,0.2333333333333333,1.0,0,0,121,positive
485,down,room,Komfort,15,0.0,0.0,0.0,0,0,121,negative
486,comfy,bed,Komfort,6,0.0,0.16666666666666666,1.0,0,0,12,positive
487,great,staff,Hotelpersonal,16,0.0,0.26666666666666666,1.0,0,0,23,positive
488,small,shower,Komfort,8,-0.3333333333333333,-0.05555555555555555,0.0,0,0,40,negative
489,clean,good,Sauberkeit,5,0.0,0.8333333333333334,1.0,0,0,40,negative
490,awkward,parking,Ausstattung,8,-1.0,-0.09999999999999999,0.4,0,0,17,negative
491,convenient,location,Lage,16,0.0,0.3333333333333333,1.0,1,0,28,positive
492,comfortable,bed,Komfort,8,0.0,0.2333333333333333,1.0,0,0,50,positive
493,good,view,Lage,5,0.0,0.43333333333333335,1.0,0,0,50,positive
494,functional,finish,Ausstattung,49,0.0,0.0,0.0,0,0,75,positive
495,wear,finish,Ausstattung,32,-0.5,-0.08333333333333333,0.0,0,0,75,negative
496,date,finish,Ausstattung,22,0.0,0.0,0.0,0,0,75,negative
497,clean,room,Sauberkeit,6,0.0,0.39999999999999997,1.0,1,0,72,positive
498,fantastic,view,Lage,10,0.0,0.3,1.0,1,0,72,positive
499,close,core,Lage,18,0.0,0.05555555555555555,0.3333333333333333,1,0,72,positive
500,clean,room,Sauberkeit,6,0.0,0.39999999999999997,1.0,0,0,35,positive
501,nice,view,Lage,5,0.0,0.26666666666666666,1.0,1,0,35,positive
502,no,noise,Komfort,3,-1.0,-0.21666666666666667,0.2,1,0,35,positive
503,lack,ice,Ausstattung,8,-1.0,-0.15555555555555556,0.4,0,0,40,negative
504,no,bucket,Ausstattung,7,0.0,0.03333333333333333,0.2,1,0,24,negative
505,excellent,location,Lage,10,0.0,0.43333333333333335,1.0,1,0,20,positive
506,old,room,Komfort,4,0.0,0.0,0.0,0,0,28,negative
507,small,washroom,Komfort,12,-0.3333333333333333,-0.05555555555555555,0.0,0,0,28,negative
508,ac,existent,Komfort,17,0.0,0.0,0.0,1,0,31,negative
509,hot,room,Komfort,11,0.0,0.16666666666666666,1.0,0,0,26,negative
510,thermostat,adjust,Komfort,11,0.0,0.0,0.0,1,0,46,negative
511,friendly,staff,Hotelpersonal,9,0.0,0.39999999999999997,1.0,0,0,16,positive
512,help,staff,Hotelpersonal,54,0.0,0.06666666666666667,0.4,0,0,129,positive
513,friendly,staff,Hotelpersonal,35,0.0,0.39999999999999997,1.0,0,0,129,positive
514,cheerful,staff,Hotelpersonal,25,0.0,0.39999999999999997,1.0,0,0,129,positive
515,helpful,staff,Hotelpersonal,16,0.0,0.39999999999999997,1.0,0,0,129,positive
516,room,upgrade,Komfort,18,0.0,0.0,0.0,1,0,28,negative
517,small,washroom,Komfort,20,-0.3333333333333333,-0.05555555555555555,0.0,1,0,71,negative
518,standard,expect,Komfort,9,0.0,0.16666666666666666,1.0,1,0,71,negative
519,date,hotel,Ausstattung,22,0.0,0.0,0.0,1,0,33,negative
520,time,makeover,Ausstattung,11,0.0,0.0,0.0,0,0,21,negative
521,enjoy,stay,OTHER,33,0.0,0.39999999999999997,1.0,1,0,72,positive
522,central,hotel,Lage,9,0.0,0.0,0.0,1,0,37,positive
523,access,iga,Lage,20,0.0,0.0,0.0,0,0,73,positive
524,lot,restaurant,Lage,15,0.0,0.0,0.0,1,0,119,positive
525,entertainment,hotel,Lage,10,0.0,0.16666666666666666,1.0,1,0,119,positive
526,scary,walk,Lage,6,-1.0,-0.09999999999999999,0.4,0,0,182,negative
527,need,renovation,Ausstattung,6,0.0,0.16666666666666666,1.0,1,0,18,negative
528,close,attraction,Lage,27,0.0,0.31666666666666665,1.0,1,0,46,positive
529,close,downtown,Lage,9,0.0,0.0,0.0,1,0,46,positive
530,comfortable,bed,Komfort,8,0.0,0.2333333333333333,1.0,0,0,58,positive
531,comfortable,chair,Komfort,17,0.0,0.2333333333333333,1.0,0,0,58,positive
532,clean,chair,Sauberkeit,7,0.0,0.39999999999999997,1.0,0,0,58,positive
533,not,pleasant,OTHER,7,0.0,0.43333333333333335,1.0,1,0,72,negative
534,ac,adjust,Komfort,32,0.0,0.0,0.0,1,0,46,negative
535,low,ac,Komfort,11,0.0,0.0,0.0,1,0,46,negative
536,old,carpet,Ausstattung,11,0.0,0.0,0.0,0,0,60,negative
537,good,staff,Hotelpersonal,15,0.0,0.43333333333333335,1.0,0,0,60,positive
538,scratch,dresser,Komfort,32,-1.0,-0.16666666666666666,0.0,0,0,62,negative
539,old,dresser,Komfort,24,0.0,0.0,0.0,0,0,62,negative
540,toilet,well,Komfort,21,-0.3333333333333333,0.11111111111111112,1.0,1,0,63,negative
541,sink,well,Komfort,19,-1.0,0.0,1.0,1,0,63,negative
542,hotel,fix,Ausstattung,17,0.0,0.0,0.0,1,0,33,negative
543,expensive,parking,Preis-Leistungs-Verhltnis,12,-1.0,-0.16666666666666666,0.0,0,0,43,negative
544,low,ceiling,Ausstattung,4,0.0,0.0,0.0,0,0,43,negative
545,expensive,hotel,Preis-Leistungs-Verhltnis,15,-1.0,-0.16666666666666666,0.0,0,0,58,negative
546,won?ft,stay,OTHER,10,0.0,0.0,0.0,0,0,74,negative
547,great,location,Lage,6,0.0,0.26666666666666666,1.0,0,0,35,positive
548,great,location,Lage,6,0.0,0.26666666666666666,1.0,0,0,16,positive
549,damp,smelt,Sauberkeit,9,-1.0,-0.16666666666666666,0.0,0,0,24,negative
550,small,bathroom,Komfort,6,-0.3333333333333333,-0.05555555555555555,0.0,0,0,14,negative
551,ac,work,Komfort,46,0.0,0.16666666666666666,1.0,1,0,97,negative
552,ac,work,Komfort,9,0.0,0.16666666666666666,1.0,1,0,97,negative
553,grimy,bed,Komfort,27,-1.0,-0.16666666666666666,0.0,0,0,97,negative
554,stay,again,OTHER,10,0.0,0.0,0.0,1,0,45,negative
555,front,helpful,Hotelpersonal,15,0.0,0.39999999999999997,1.0,1,0,24,negative
556,price,worth,Preis-Leistungs-Verhltnis,21,0.0,0.28888888888888886,1.0,1,0,266,negative
557,outdated,decoration,Komfort,9,0.0,0.0,0.0,0,0,266,negative
558,unkept,applieance,Komfort,28,0.0,0.0,0.0,0,0,266,negative
559,used,applieance,Komfort,19,0.0,0.0,0.0,0,0,266,negative
560,worth,emplacement,Preis-Leistungs-Verhltnis,14,0.0,0.28888888888888886,1.0,1,0,266,positive
561,parking,include,OTHER,31,0.0,0.16666666666666666,1.0,1,0,266,negative
562,breakfast,include,OTHER,19,0.0,0.25,1.0,1,0,266,negative
563,great,location,Lage,6,0.0,0.26666666666666666,1.0,0,0,16,positive
564,excellent,location,Lage,13,0.0,0.43333333333333335,1.0,1,0,28,positive
565,different,rate,Preis-Leistungs-Verhltnis,15,0.0,0.0,0.0,1,0,158,negative
566,increase,price,Preis-Leistungs-Verhltnis,10,0.0,0.06666666666666667,0.2,0,0,158,negative
567,great,stay,OTHER,6,0.0,0.26666666666666666,1.0,0,0,41,positive
568,great,time,OTHER,6,0.0,0.26666666666666666,1.0,0,0,41,positive
569,great,location,Lage,6,0.0,0.26666666666666666,1.0,0,0,75,positive
570,satisfied,customer,OTHER,10,0.0,0.5666666666666667,1.0,0,0,20,positive
571,comfortable,bed,Komfort,9,0.0,0.2333333333333333,1.0,0,0,22,positive
572,old,hotel,Ausstattung,14,0.0,0.0,0.0,1,0,75,negative
573,need,renovation,Komfort,16,0.0,0.16666666666666666,1.0,1,0,75,negative
574,comfortable,bed,Komfort,15,0.0,0.2333333333333333,1.0,0,0,32,positive
575,great,view,Lage,9,0.0,0.26666666666666666,1.0,0,0,47,positive
576,spacious,room,Komfort,9,0.0,0.3333333333333333,1.0,0,0,47,positive
577,good,coffee,OTHER,23,0.0,0.43333333333333335,1.0,0,0,75,positive
578,date,room,Komfort,16,0.0,0.0,0.0,0,0,28,negative
579,stain,ceiling,Sauberkeit,29,-1.0,-0.3333333333333333,0.0,1,0,81,negative
580,need,paint,Sauberkeit,20,0.0,0.0,0.0,1,0,81,negative
581,stain,carpet,Sauberkeit,19,-1.0,-0.3333333333333333,0.0,0,0,38,negative
582,break,lamp,Komfort,9,-1.0,-0.16666666666666666,0.0,0,0,169,negative
583,hazard,safety,Komfort,7,-1.0,-0.26666666666666666,0.2,0,0,169,negative
584,money,invest,Ausstattung,12,0.0,0.16666666666666666,1.0,1,0,98,negative
585,again,stay,OTHER,5,0.0,0.0,0.0,0,0,75,positive
586,comfy,bed,Komfort,11,0.0,0.16666666666666666,1.0,0,0,18,positive
587,convenient,location,Lage,11,0.0,0.3333333333333333,1.0,1,0,45,positive
588,lot,shop,Lage,8,0.0,0.0,0.0,0,0,67,positive
589,like,pay,Preis-Leistungs-Verhltnis,15,0.0,0.35000000000000003,1.0,1,0,51,negative
590,issue,ticket,OTHER,25,-1.0,-0.16666666666666666,0.0,0,0,105,negative
591,waste,breakfast,OTHER,23,-1.0,-0.13333333333333333,0.5,1,0,41,negative
592,expensive,buffet,Preis-Leistungs-Verhltnis,24,-1.0,-0.3333333333333333,0.0,0,0,36,negative
593,good,breakfast,OTHER,5,0.0,0.5166666666666667,1.0,0,0,53,positive
594,comfortable,bed,Komfort,12,0.0,0.2333333333333333,1.0,0,0,53,positive
595,good,sized,Komfort,5,0.0,0.43333333333333335,1.0,0,0,53,positive
596,trunk,able,Ausstattung,17,0.0,0.0,0.0,1,0,33,negative
597,incredible,view,Lage,29,0.0,0.16666666666666666,1.0,0,0,47,positive
598,clean,room,Sauberkeit,28,0.0,0.39999999999999997,1.0,1,0,39,positive
599,appoint,room,Komfort,14,0.0,0.0,0.0,1,0,39,positive
600,air,work,Komfort,32,0.0,0.16666666666666666,1.0,1,0,148,negative
601,temp,keep,Komfort,17,0.0,0.0,0.0,1,0,148,negative
602,large,window,Komfort,6,0.0,0.0,0.0,0,0,148,positive
603,problem,resolve,OTHER,16,-1.0,-0.19999999999999998,0.4,1,0,190,negative
604,staff,response,Hotelpersonal,24,0.0,0.0,0.0,1,0,190,negative
605,property,renovation,Ausstattung,18,0.0,0.16666666666666666,1.0,1,0,60,negative
606,old,stuff,Ausstattung,18,0.0,0.0,0.0,0,0,60,negative
607,furniture,old,Komfort,4,0.0,0.0,0.0,0,0,60,negative
608,great,location,Lage,6,0.0,0.26666666666666666,1.0,0,0,16,positive
609,out,amenity,Komfort,12,0.0,0.3333333333333333,1.0,0,0,26,negative
610,good,area,Lage,5,0.0,0.43333333333333335,1.0,1,0,53,positive
611,convenient,location,Lage,12,0.0,0.3333333333333333,1.0,1,0,38,positive
612,diverse,choice,OTHER,37,0.0,0.16666666666666666,0.5,1,0,45,positive
613,location,suitable,Lage,22,0.0,0.3333333333333333,1.0,1,0,63,negative
614,room,cup,Komfort,26,0.0,0.0,0.0,0,0,75,negative
615,room,towel,Komfort,18,0.0,0.0,0.0,0,0,75,negative
616,no,wipe,Komfort,12,0.0,0.03333333333333333,0.2,1,0,75,negative
617,hotel,upgrade,Ausstattung,16,0.0,0.0,0.0,1,0,27,negative
618,everything,old,Ausstattung,19,0.0,0.0,0.0,0,0,24,negative
619,comfortable,bed,Komfort,8,0.0,0.2333333333333333,1.0,0,0,21,positive
620,swipe,give,OTHER,19,-1.0,-0.16666666666666666,0.0,1,0,157,negative
621,no,facility,Ausstattung,8,0.0,0.03333333333333333,0.2,1,0,21,negative
622,great,location,Lage,33,0.0,0.26666666666666666,1.0,0,0,40,positive
623,great,view,Lage,20,0.0,0.26666666666666666,1.0,0,0,40,positive
624,staff,comfortable,Hotelpersonal,19,0.0,0.2333333333333333,1.0,1,0,137,negative
625,difficulty,communicate,Hotelpersonal,14,-1.0,-0.11111111111111112,0.6666666666666666,0,0,137,negative
626,keeping,regularly,Hotelpersonal,21,0.0,0.0,0.0,1,0,137,negative
627,ideal,price,Preis-Leistungs-Verhltnis,6,0.0,0.16666666666666666,1.0,0,0,23,positive
628,rough,area,Lage,18,-1.0,-0.27777777777777773,0.0,0,0,74,negative
629,close,area,Lage,9,0.0,0.0,0.0,0,0,34,positive
630,breakfast,include,OTHER,19,0.0,0.25,1.0,0,0,73,negative
631,perfect,location,Lage,12,0.0,0.43333333333333335,1.0,0,0,21,positive
632,old,room,Komfort,24,0.0,0.0,0.0,0,0,29,negative
633,fee,match,Preis-Leistungs-Verhltnis,13,-0.2,-0.03333333333333333,0.0,1,0,34,negative
634,down,run,Ausstattung,7,0.0,0.0,0.0,0,0,18,negative
635,love,trip,OTHER,5,0.0,0.43333333333333335,1.0,1,0,57,positive
636,good,trip,OTHER,32,0.0,0.43333333333333335,1.0,1,0,57,positive
637,great,location,Lage,6,0.0,0.26666666666666666,1.0,0,0,16,positive
638,date,furniture,Komfort,27,0.0,0.0,0.0,0,0,38,negative
639,date,bathroom,Komfort,6,0.0,0.0,0.0,0,0,38,negative
640,filthy,window,Sauberkeit,13,-1.0,-0.3333333333333333,0.0,0,0,108,negative
641,kettle,ability,Komfort,18,0.0,0.2333333333333333,1.0,1,0,81,negative
642,machine,work,Komfort,17,0.0,0.16666666666666666,1.0,1,0,81,negative
643,good,location,Lage,25,0.0,0.43333333333333335,1.0,0,0,73,positive
644,good,hotel,Ausstattung,12,0.0,0.43333333333333335,1.0,0,0,73,positive
645,uneasy,neighbourhood,Lage,10,-1.0,-0.26666666666666666,0.4,0,0,73,negative
646,daunting,area,Lage,14,-1.0,-0.16666666666666666,0.0,1,0,24,negative
647,well,locate,Lage,5,0.0,0.16666666666666666,1.0,0,0,59,positive
648,worn,furnishing,Komfort,18,-1.0,-0.24444444444444446,0.2,0,0,59,negative
649,outdated,furnishing,Komfort,9,0.0,0.0,0.0,0,0,59,negative
650,wear,furnishing,Komfort,27,-0.5,-0.08333333333333333,0.0,0,0,82,negative
651,bad,floor,Ausstattung,12,-1.0,-0.2333333333333333,0.6,0,0,36,negative
652,viable,location,Lage,30,0.0,0.0,0.0,0,0,133,positive
653,good,location,Lage,5,0.0,0.43333333333333335,1.0,0,0,15,positive
654,good,staff,Hotelpersonal,10,0.0,0.43333333333333335,1.0,0,0,16,positive
