@relation restaurant#miscellaneous

@attribute id numeric
@attribute words string
@attribute lemmas string
@attribute pos string
@attribute bigrams string
@attribute feature_appearance_of_type1 numeric
@attribute feature_appearance_of_type2 numeric
@attribute feature_appearance_of_type3 numeric
@attribute feature_appearance_of_type4 numeric
@attribute feature_appearance_of_type5 numeric
@attribute feature_appearance_of_type6 numeric
@attribute feature_appearance_of_type7 numeric
@attribute feature_appearance_of_type8 numeric
@attribute feature_appearance_of_type9 numeric
@attribute feature_appearance_of_type10 numeric
@attribute feature_appearance_of_type11 numeric
@attribute feature_appearance_of_type12 numeric
@attribute aspecttype {true, false}

@data
1430,'Moules were excellent, ravioli was salty! ','moules be ravioli be ','NNS VBD  NNP VBD  ','Moules_were were_excellent, excellent,_ravioli ravioli_was was_salty! ',0,0,0,0,2,0,0,0,0,0,1,0,false
1442,'Took mom Mothers Day, maitre d was rude. ','take mom maitre be ','VBD NN   NNP  VBD  ','Took_mom mom_Mothers Mothers_Day, Day,_maitre maitre_d d_was was_rude. ',1,1,1,1,2,1,1,1,1,1,1,1,false
1454,'Told sit anywhere, sat said table was reserved. ','tell sit sit say table be ','VBD VB  VBD VBD NN VBD  ','Told_sit sit_anywhere, anywhere,_sat sat_said said_table table_was was_reserved. ',1,1,1,1,1,1,1,1,1,1,3,1,false
1466,'Stepped foot SECOND time reached adjust lighting. ','step foot second time reach adjust ','VBD NN NNP NN VBD VB  ','Stepped_foot foot_SECOND SECOND_time time_reached reached_adjust adjust_lighting. ',2,1,2,1,2,1,1,1,1,1,2,1,false
1478,'Tiny dessert was $8.00.just plain overpriced is. ','tiny dessert be plain overprice ','JJ NN VBD  JJ VBN  ','Tiny_dessert dessert_was was_$8.00.just $8.00.just_plain plain_overpriced overpriced_is. ',1,1,0,2,1,0,0,0,0,0,1,0,false
1490,'drinks are welll made wine selection is priced. ','drink be welll make wine selection be ','NNS VBP JJ VBN NN NN VBZ  ','drinks_are are_welll welll_made made_wine wine_selection selection_is is_priced. ',3,2,1,2,5,1,2,3,2,1,5,1,false
1502,'Try chefs specials-- are die for. ','try be die ','VB   VBP VB  ','Try_chefs chefs_specials-- specials--_are are_die die_for. ',2,1,2,1,4,1,1,1,1,1,2,1,false
1514,'Service is star, thats big deal. ','service be big ','NN VBZ   JJ  ','Service_is is_star, star,_thats thats_big big_deal. ',1,1,0,0,4,1,0,0,0,2,3,0,false
1526,'Downstairs lounge is good attraction ','downstairs lounge be good attraction ','NNS NN VBZ JJ NN ','Downstairs_lounge lounge_is is_good good_attraction ',3,1,0,1,3,1,0,0,1,1,2,0,false
1538,'Ragas is romantic, cozy restaurant. ','be cozy ',' VBZ  JJ  ','Ragas_is is_romantic, romantic,_cozy cozy_restaurant. ',1,1,1,0,1,0,0,0,0,2,1,0,false
1550,'exotic food is presented is delight delicious combinations. ','exotic food be present be delight delicious ','JJ NN VBZ VBN VBZ NN JJ  ','exotic_food food_is is_presented presented_is is_delight delight_delicious delicious_combinations. ',2,2,1,2,4,2,1,1,1,4,2,1,false
1562,'is priced. ','be ','VBZ  ','is_priced. ',0,1,0,1,3,0,0,0,0,0,1,0,false
1574,'staff is helpful attentive. ','staff be helpful ','NN VBZ JJ  ','staff_is is_helpful helpful_attentive. ',1,1,1,1,2,1,1,1,1,2,4,1,false
1586,'bar is stocked interesting beers priced wines. ','bar be stocked interesting beer price ','NN VBZ JJ JJ NNS VBN  ','bar_is is_stocked stocked_interesting interesting_beers beers_priced priced_wines. ',1,2,1,2,3,1,2,2,2,1,3,1,false
1598,'is favorite restaurants is be missed. ','be favorite restaurant be be ','VBZ JJ NNS VBZ VB  ','is_favorite favorite_restaurants restaurants_is is_be be_missed. ',5,1,2,0,3,0,0,0,0,2,3,0,false
1610,'friends thank introducing gem! ','friend thank introduce ','NNS VB VBG  ','friends_thank thank_introducing introducing_gem! ',4,1,2,1,2,1,1,1,1,2,2,1,false
1622,'stumbled Leon, thought had found gem BUT, were wrong. ','stumble think have find gem be ','VBD  VBD VBD VBN NN  VBD  ','stumbled_Leon, Leon,_thought thought_had had_found found_gem gem_BUT, BUT,_were were_wrong. ',1,1,1,1,3,1,1,1,1,1,3,1,false
1634,'waitress moved table bathroom asked cancel dinner orders did want eat sitting toilet, were told no. ','waitress move table bathroom ask cancel dinner order do want eat sit be tell no. ','NN VBD NN NN VBD VB NN NNS VBD VB VB VBG  VBD VBN NN ','waitress_moved moved_table table_bathroom bathroom_asked asked_cancel cancel_dinner dinner_orders orders_did did_want want_eat eat_sitting sitting_toilet, toilet,_were were_told told_no. ',2,1,1,1,1,1,1,1,1,1,7,1,false
1646,'Then, top things off, dropped used silverware boyfriends jacket did stop apologize clean mess was left clothes. ','top thing drop use silverware jacket do stop apologize clean mess be leave ',' VB NNS  VBD VBN NN  NN VBD VB VB VB NN VBD VBN  ','Then,_top top_things things_off, off,_dropped dropped_used used_silverware silverware_boyfriends boyfriends_jacket jacket_did did_stop stop_apologize apologize_clean clean_mess mess_was was_left left_clothes. ',1,1,1,1,2,1,1,1,1,1,4,1,false
1658,'disappointment. ','',' ','',0,0,0,0,0,0,0,0,0,0,0,0,false
1670,'Rude service, medicore food.there are tons restaurants NY.stay one ','rude medicore food.there be ton restaurant ny.stay #crd# ','NNP  NN NN VBP NNS NNS NNP NN ','Rude_service, service,_medicore medicore_food.there food.there_are are_tons tons_restaurants restaurants_NY.stay NY.stay_one ',7,4,3,2,10,3,1,1,1,5,8,1,false
1682,'had grat time Jekyll Hyde! ','have grat time jekyll ','VBD JJ NN NNP  ','had_grat grat_time time_Jekyll Jekyll_Hyde! ',1,0,1,0,1,0,0,0,0,0,1,0,false
1694,'loved everythig it-especially shows actors. ','love everythig show ','VBD JJ  NNS  ','loved_everythig everythig_it-especially it-especially_shows shows_actors. ',3,1,2,1,4,1,1,1,1,1,1,1,false
1706,'server was helpful friendly. ','server be helpful ','NN VBD JJ  ','server_was was_helpful helpful_friendly. ',0,0,0,0,0,0,0,0,0,0,2,0,false
1718,'am bringing whole family next time. ','be bring whole family next ','VBP VBG JJ NN JJ  ','am_bringing bringing_whole whole_family family_next next_time. ',2,0,1,0,1,0,0,0,0,1,1,0,true
1730,'food was good too. ','food be good ','NN VBD JJ  ','food_was was_good good_too. ',3,3,1,3,4,3,1,1,2,3,3,1,false
1742,'tuna wasabe potatoes are excellent. ','tuna wasabe potato be ','NN NN NNS VBP  ','tuna_wasabe wasabe_potatoes potatoes_are are_excellent. ',1,1,1,1,3,1,1,1,1,1,2,1,false
1754,'outdoor atmosphere sitting sidewalk watching world go feet 6th avenue cool evening was wonderful. ','outdoor atmosphere sit sidewalk watch world go foot #ord# avenue cool evening be ','JJ NN VBG NN VBG NN VB NNS JJ NN JJ NN VBD  ','outdoor_atmosphere atmosphere_sitting sitting_sidewalk sidewalk_watching watching_world world_go go_feet feet_6th 6th_avenue avenue_cool cool_evening evening_was was_wonderful. ',2,1,1,1,3,1,1,1,1,3,3,1,false
1766,'Inside is little cramped, be expected. ','inside be little be ','NNP VBZ JJ  VB  ','Inside_is is_little little_cramped, cramped,_be be_expected. ',1,0,0,0,2,0,0,0,0,1,1,0,false
1778,'Service was prompt courteous. ','service be prompt ','NN VBD JJ  ','Service_was was_prompt prompt_courteous. ',0,1,0,0,1,1,0,0,0,1,2,0,false
1790,'was repeat visit well be again. ','be repeat visit be ','VBD NN NN  VB  ','was_repeat repeat_visit visit_well well_be be_again. ',5,0,1,0,1,0,0,0,0,2,1,0,false
1802,'Great service, great food. ','great great ','JJ  JJ  ','Great_service, service,_great great_food. ',3,3,1,2,7,3,1,1,1,3,6,1,false
1814,'Prices are line. ','price be ','NNS VBP  ','Prices_are are_line. ',0,2,0,1,2,0,0,0,0,0,1,0,false
1826,'pizza is delicious use fresh mozzarella cheap, frozen, shredded cheese common most pizzarias. ','pizza be delicious use fresh mozzarella shredded cheese common most ','NN VBZ JJ VBP JJ NNS   JJ NN JJ JJS  ','pizza_is is_delicious delicious_use use_fresh fresh_mozzarella mozzarella_cheap, cheap,_frozen, frozen,_shredded shredded_cheese cheese_common common_most most_pizzarias. ',1,1,1,1,6,1,1,1,1,2,2,1,false
1838,'complaints- appetizer selection stinks, be nice get mozzarella sticks menu. ','appetizer selection be nice get mozzarella stick ',' NN NN  VB JJ VB NN NNS  ','complaints-_appetizer appetizer_selection selection_stinks, stinks,_be be_nice nice_get get_mozzarella mozzarella_sticks sticks_menu. ',4,1,1,1,6,3,1,1,1,3,4,1,false
1850,'Also, is thin, gets cold filling. ','be get cold ',' VBZ  VBZ JJ  ','Also,_is is_thin, thin,_gets gets_cold cold_filling. ',1,0,0,0,2,0,0,0,0,0,1,0,false
1862,'best salad have had fast food restaurant. ','good salad have have fast food ','JJS NN VBP VBN JJ NN  ','best_salad salad_have have_had had_fast fast_food food_restaurant. ',4,3,2,2,6,2,1,1,1,3,5,1,false
1874,'fine dining restaurant quality. ','fine dining restaurant ','JJ NN NN  ','fine_dining dining_restaurant restaurant_quality. ',1,1,1,0,2,0,0,0,0,1,2,0,false
1886,'different choices create own. ','different choice create ','JJ NNS VB  ','different_choices choices_create create_own. ',0,0,0,0,1,0,0,0,0,0,1,0,false
1898,'try! ','',' ','',2,0,0,0,2,0,0,0,0,0,0,0,false
1910,'recent Sunday afternoon, friend found great restaurant way see pulitzer prize winning play DOUBT. ','recent sunday friend find great restaurant way see pulitzer prize win play ','JJ NNP  NN VBD JJ NN NN VB NN NN VBG NN  ','recent_Sunday Sunday_afternoon, afternoon,_friend friend_found found_great great_restaurant restaurant_way way_see see_pulitzer pulitzer_prize prize_winning winning_play play_DOUBT. ',6,3,4,2,6,2,2,2,2,4,5,2,false
1922,'was perfect quiet, relaxing, delicious accompaniment afternoon theater. ','be perfect delicious accompaniment afternoon ','VBD JJ   JJ NN NN  ','was_perfect perfect_quiet, quiet,_relaxing, relaxing,_delicious delicious_accompaniment accompaniment_afternoon afternoon_theater. ',2,1,2,1,4,1,1,1,1,3,2,1,false
1934,'chicken pot pie is excpetiona, cheeseburger huge delictable, service professional wan warm. ','chicken pot pie be cheeseburger huge service professional wan ','NN NN NN VBZ  NN JJ  NN JJ NN  ','chicken_pot pot_pie pie_is is_excpetiona, excpetiona,_cheeseburger cheeseburger_huge huge_delictable, delictable,_service service_professional professional_wan wan_warm. ',1,2,1,1,4,2,1,1,1,2,4,1,false
1946,'many poor experiences be had theater district, is excellent find! ','many poor experience be have theater be excellent ','JJ JJ NNS VB VBN NN  VBZ JJ  ','many_poor poor_experiences experiences_be be_had had_theater theater_district, district,_is is_excellent excellent_find! ',3,1,1,1,1,1,1,1,1,1,3,1,false
1958,'return many times oasis mid-town. ','return many time oasis ','VB JJ NNS NN  ','return_many many_times times_oasis oasis_mid-town. ',5,0,2,0,2,0,0,0,0,1,3,0,false
1970,'sake menu be overlooked! ','sake menu be ','NN NN VB  ','sake_menu menu_be be_overlooked! ',1,1,1,1,2,2,1,1,1,1,1,1,false
1982,'all, midtown gem became favorite sushi restaurants city. ','midtown gem become favorite sushi restaurant ',' JJ NN VBD JJ JJ NNS  ','all,_midtown midtown_gem gem_became became_favorite favorite_sushi sushi_restaurants restaurants_city. ',6,2,3,1,6,1,1,1,1,3,5,1,false
1994,'Try lobster teriyaki rose special roll. ','try lobster teriyaki rise special ','VB NN NN VBD JJ  ','Try_lobster lobster_teriyaki teriyaki_rose rose_special special_roll. ',2,1,2,1,5,1,1,1,1,1,1,1,false
2006,'Wine list selection is good wine-by-the-glass was filled top. ','wine list selection be good be fill ','NN NN NN VBZ JJ  VBD VBN  ','Wine_list list_selection selection_is is_good good_wine-by-the-glass wine-by-the-glass_was was_filled filled_top. ',2,2,1,2,3,2,2,2,4,2,4,1,false
2018,'Traditional French decour was pleasant hall was noisy restaurant was full had raise voices be able maintain conversation. ','traditional french decour be pleasant hall be noisy restaurant be full have raise voice be able maintain ','JJ JJ NN VBD JJ NN VBD JJ NN VBD JJ VBD VB NNS VB JJ VB  ','Traditional_French French_decour decour_was was_pleasant pleasant_hall hall_was was_noisy noisy_restaurant restaurant_was was_full full_had had_raise raise_voices voices_be be_able able_maintain maintain_conversation. ',2,2,2,1,3,1,1,1,1,2,3,1,false
2030,'Ive been Cafe Spice times, is best Indian restaurant Union Square. ','be cafe spice be good indian restaurant union ',' VBN NNP NNP  VBZ JJS JJ NN NNP  ','Ive_been been_Cafe Cafe_Spice Spice_times, times,_is is_best best_Indian Indian_restaurant restaurant_Union Union_Square. ',5,2,3,1,6,1,1,1,1,2,4,1,false
2042,'sum up: Service varies good mediorce, depending waiter get; is average Ok. ','sum service vary good depend waiter be average ','VB  NNP VBZ JJ  VBG NN  VBZ JJ  ','sum_up: up:_Service Service_varies varies_good good_mediorce, mediorce,_depending depending_waiter waiter_get; get;_is is_average average_Ok. ',3,2,0,1,3,2,0,0,1,2,6,0,false
2054,'Seating is prompt, restaurant does fill evening. ','seating be restaurant do fill ','NN VBZ  NN VBZ VB  ','Seating_is is_prompt, prompt,_restaurant restaurant_does does_fill fill_evening. ',4,2,2,1,6,1,1,1,1,2,5,1,false
2066,'Food is good, wondered freshmess raw vegatables side orders. ','food be wonder freshmess raw vegatables side ','NN VBZ  VBD NN JJ NNS NN  ','Food_is is_good, good,_wondered wondered_freshmess freshmess_raw raw_vegatables vegatables_side side_orders. ',2,2,0,2,6,2,0,0,1,2,5,0,false
2078,'many other reviewers noticed, order is slow arrive is true evening is problem lunch time. ','many other reviewer order be slow arrive be true evening be problem lunch ','JJ JJ NNS  NN VBZ JJ VB VBZ JJ NN VBZ NN NN  ','many_other other_reviewers reviewers_noticed, noticed,_order order_is is_slow slow_arrive arrive_is is_true true_evening evening_is is_problem problem_lunch lunch_time. ',3,1,3,1,5,1,1,1,1,2,6,2,false
2090,'decor is vibrant eye-pleasing several semi-private boths right side dining hall, are great date. ','decor be vibrant several semi-private boths right side dining be great ','NN VBZ JJ  JJ JJ NNS JJ NN NN  VBP JJ  ','decor_is is_vibrant vibrant_eye-pleasing eye-pleasing_several several_semi-private semi-private_boths boths_right right_side side_dining dining_hall, hall,_are are_great great_date. ',3,2,2,2,5,2,2,2,2,3,4,2,false
2102,'have been disappointed Red Eye. ','have be disappoint red ','VBP VBN VBN NNP  ','have_been been_disappointed disappointed_Red Red_Eye. ',2,1,1,1,3,1,1,1,1,1,2,1,false
2114,'first time went, was taken live jazz band atmosphere, ordered Lobster Cobb Salad. ','#ord# time be take live jazz band order lobster cobb ','JJ NN  VBD VBN JJ NN NN  VBD NNP NNP  ','first_time time_went, went,_was was_taken taken_live live_jazz jazz_band band_atmosphere, atmosphere,_ordered ordered_Lobster Lobster_Cobb Cobb_Salad. ',2,1,2,1,5,1,1,1,1,2,4,1,false
2126,'restaurant is cute upscale. ','restaurant be cute ','NN VBZ JJ  ','restaurant_is is_cute cute_upscale. ',2,2,2,1,3,1,1,1,1,3,2,1,false
2138,'food is diamond rough food is delicious homemade perfect balance herbs tomatoes. ','food be diamond rough food be delicious homemade perfect balance herb ','NN VBZ NN JJ NN VBZ JJ JJ JJ NN NNS  ','food_is is_diamond diamond_rough rough_food food_is is_delicious delicious_homemade homemade_perfect perfect_balance balance_herbs herbs_tomatoes. ',2,2,1,2,5,2,1,1,1,3,3,1,false
2150,'recommend it. ','recommend ','VB  ','recommend_it. ',5,0,0,0,3,0,0,0,0,1,1,0,false
2162,'Its favorite places eat NY. ','favorite place eat ',' JJ NNS VB  ','Its_favorite favorite_places places_eat eat_NY. ',5,1,1,0,4,0,0,0,0,3,3,0,false
2174,'had great time Jekyll hyde Pub last night. ','have great time jekyll hyde pub last ','VBD JJ NN NNP VBD NNP JJ  ','had_great great_time time_Jekyll Jekyll_hyde hyde_Pub Pub_last last_night. ',4,2,3,2,5,2,2,2,2,2,4,2,false
2186,'recommend visiting restaurant having dinner drinks! ','recommend visit restaurant have dinner ','VBP VBG NN VBG NN  ','recommend_visiting visiting_restaurant restaurant_having having_dinner dinner_drinks! ',6,1,2,0,3,0,0,1,0,2,2,0,false
2198,'are type person likes being scared entertained, is great place go eat. ','be type person like be scare be great place go ','VBP NN NN VBZ VBG VBN  VBZ JJ NN VB  ','are_type type_person person_likes likes_being being_scared scared_entertained, entertained,_is is_great great_place place_go go_eat. ',6,3,5,2,6,2,2,2,2,5,6,2,true
2210,'husband thougt be great go Jekyll Hyde Pub anniversary, surprise was fantastic. ','husband thougt be great go jekyll hyde pub surprise be ','NN VBP VB JJ VB NNP NNP NNP  NN VBD  ','husband_thougt thougt_be be_great great_go go_Jekyll Jekyll_Hyde Hyde_Pub Pub_anniversary, anniversary,_surprise surprise_was was_fantastic. ',4,2,2,2,6,2,2,2,2,3,4,2,false
2222,'have different beers offer guest made husband happy food was delicious, recommend dish be pumkin tortelini. ','have different beer offer guest make husband happy food be recommend dish be pumkin ','VBP JJ NNS VB NN VBD NN JJ NN VBD  VB NN VB NN  ','have_different different_beers beers_offer offer_guest guest_made made_husband husband_happy happy_food food_was was_delicious, delicious,_recommend recommend_dish dish_be be_pumkin pumkin_tortelini. ',4,2,1,2,10,2,1,1,1,3,4,1,false
2234,'entertainment was great have shows go dinner. ','entertainment be great have show go ','NN VBD JJ VBP NNS VBP  ','entertainment_was was_great great_have have_shows shows_go go_dinner. ',3,2,2,2,4,2,2,2,2,2,4,2,false
2246,'take advice, go try place. ','take go try ','VB  VB VB  ','take_advice, advice,_go go_try try_place. ',4,1,2,0,3,0,0,0,0,2,2,0,false
2258,'were dissappointed least bit little gem. ','be dissappointed least bit little ','VBD VBN JJS NN JJ  ','were_dissappointed dissappointed_least least_bit bit_little little_gem. ',3,1,2,1,4,1,1,1,1,3,3,1,false
2270,'bagel was huge. ','bagel be ','NN VBD  ','bagel_was was_huge. ',1,1,1,1,1,1,1,1,1,1,1,1,false
2282,'were served warm had soft fluffy interior. ','be serve warm have soft fluffy ','VBD VBN JJ VBD JJ JJ  ','were_served served_warm warm_had had_soft soft_fluffy fluffy_interior. ',1,1,1,1,2,1,1,1,1,1,2,1,false
2294,'workers load bagel cream cheese (gets little messy). ','worker load bagel cream cheese little ','NNS VB NN NN NN  JJ  ','workers_load load_bagel bagel_cream cream_cheese cheese_(gets (gets_little little_messy). ',3,1,1,1,5,1,1,1,1,2,3,1,false
2306,'loved HIGHLY RECOMMEND. ','love highly ','VBD NNP  ','loved_HIGHLY HIGHLY_RECOMMEND. ',6,0,0,0,2,0,0,0,0,1,1,0,false
2318,'was frist time Cafe St. Barts say delicous food service was. ','be frist time cafe st. say delicous food service ','VBD JJ NN NNP NNP  VB JJ NN NN  ','was_frist frist_time time_Cafe Cafe_St. St._Barts Barts_say say_delicous delicous_food food_service service_was. ',6,3,3,2,7,3,1,1,1,4,6,1,false
2330,'Other guests enjoyed pizza, chopped salad fish chips. ','other guest enjoy chop salad fish ','JJ NNS VBD  VBN NN NN  ','Other_guests guests_enjoyed enjoyed_pizza, pizza,_chopped chopped_salad salad_fish fish_chips. ',2,1,1,1,4,1,1,1,1,1,1,1,false
2342,'recommend Cafe St. Barts food, ambience wonderful service. ','recommend cafe st. ambience wonderful ','VBP NNP NNP   NN JJ  ','recommend_Cafe Cafe_St. St._Barts Barts_food, food,_ambience ambience_wonderful wonderful_service. ',6,4,1,2,7,3,1,1,1,5,6,1,false
